name,value,year,date,lastValue,rank
leicester,12,38,14/12/2018,12,19
bald,21,38,14/12/2018,20,15
ricardo,28,38,14/12/2018,24,7
brave,9,38,14/12/2018,8,20
city,23,39,15/12/2018,22,14
chris,51,39,15/12/2018,51,2
shame,44,39,15/12/2018,44,3
forest,40,39,15/12/2018,40,4
spurs,31,39,15/12/2018,31,5
united,29,39,15/12/2018,28,7
liverpool,31,39,15/12/2018,30,5
chelsea,19,39,15/12/2018,19,17
jake,26,39,15/12/2018,26,12
arsenal,21,39,15/12/2018,21,15
pulis,29,39,15/12/2018,28,7
dave,27,39,15/12/2018,27,11
boro,26,39,15/12/2018,25,12
derby,28,39,15/12/2018,28,9
england,52,39,15/12/2018,52,1
leeds,13,39,15/12/2018,13,18
leicester,12,39,15/12/2018,12,19
bald,21,39,15/12/2018,21,15
ricardo,28,39,15/12/2018,28,9
brave,9,39,15/12/2018,9,20
city,23,40,16/12/2018,23,14
chris,51,40,16/12/2018,51,2
shame,45,40,16/12/2018,44,3
forest,41,40,16/12/2018,40,4
spurs,31,40,16/12/2018,31,6
united,32,40,16/12/2018,29,5
liverpool,31,40,16/12/2018,31,6
chelsea,19,40,16/12/2018,19,17
jake,28,40,16/12/2018,26,10
arsenal,22,40,16/12/2018,21,15
pulis,29,40,16/12/2018,29,9
dave,28,40,16/12/2018,27,10
boro,26,40,16/12/2018,26,13
derby,28,40,16/12/2018,28,10
england,52,40,16/12/2018,52,1
leeds,13,40,16/12/2018,13,18
leicester,12,40,16/12/2018,12,19
bald,21,40,16/12/2018,21,16
ricardo,30,40,16/12/2018,28,8
brave,10,40,16/12/2018,9,20
city,24,41,17/12/2018,23,14
chris,53,41,17/12/2018,51,1
shame,46,41,17/12/2018,45,3
forest,41,41,17/12/2018,41,4
spurs,33,41,17/12/2018,31,5
united,32,41,17/12/2018,32,6
liverpool,32,41,17/12/2018,31,6
chelsea,19,41,17/12/2018,19,17
jake,28,41,17/12/2018,28,11
arsenal,22,41,17/12/2018,22,15
pulis,29,41,17/12/2018,29,10
dave,31,41,17/12/2018,28,9
boro,26,41,17/12/2018,26,13
derby,28,41,17/12/2018,28,11
england,52,41,17/12/2018,52,2
leeds,13,41,17/12/2018,13,18
leicester,12,41,17/12/2018,12,19
bald,21,41,17/12/2018,21,16
ricardo,32,41,17/12/2018,30,6
brave,10,41,17/12/2018,10,20
city,25,42,18/12/2018,24,14
chris,56,42,18/12/2018,53,1
shame,46,42,18/12/2018,46,3
forest,43,42,18/12/2018,41,4
spurs,42,42,18/12/2018,33,5
united,42,42,18/12/2018,32,5
liverpool,34,42,18/12/2018,32,8
chelsea,20,42,18/12/2018,19,17
jake,28,42,18/12/2018,28,11
arsenal,23,42,18/12/2018,22,16
pulis,35,42,18/12/2018,29,7
dave,33,42,18/12/2018,31,10
boro,28,42,18/12/2018,26,11
derby,28,42,18/12/2018,28,11
england,53,42,18/12/2018,52,2
leeds,13,42,18/12/2018,13,18
leicester,12,42,18/12/2018,12,19
bald,25,42,18/12/2018,21,14
ricardo,34,42,18/12/2018,32,8
brave,10,42,18/12/2018,10,20
city,25,43,19/12/2018,25,15
chris,57,43,19/12/2018,56,1
shame,48,43,19/12/2018,46,3
forest,45,43,19/12/2018,43,4
spurs,44,43,19/12/2018,42,5
united,42,43,19/12/2018,42,6
liverpool,34,43,19/12/2018,34,8
chelsea,20,43,19/12/2018,20,17
jake,30,43,19/12/2018,28,11
arsenal,24,43,19/12/2018,23,16
pulis,39,43,19/12/2018,35,7
dave,33,43,19/12/2018,33,10
boro,28,43,19/12/2018,28,12
derby,28,43,19/12/2018,28,12
england,53,43,19/12/2018,53,2
leeds,13,43,19/12/2018,13,18
leicester,12,43,19/12/2018,12,19
bald,27,43,19/12/2018,25,14
ricardo,34,43,19/12/2018,34,8
brave,10,43,19/12/2018,10,20
city,25,44,20/12/2018,25,15
chris,58,44,20/12/2018,57,1
shame,51,44,20/12/2018,48,3
forest,46,44,20/12/2018,45,4
spurs,44,44,20/12/2018,44,6
united,45,44,20/12/2018,42,5
liverpool,34,44,20/12/2018,34,8
chelsea,20,44,20/12/2018,20,17
jake,30,44,20/12/2018,30,11
arsenal,24,44,20/12/2018,24,16
pulis,42,44,20/12/2018,39,7
dave,34,44,20/12/2018,33,8
boro,28,44,20/12/2018,28,13
derby,29,44,20/12/2018,28,12
england,53,44,20/12/2018,53,2
leeds,13,44,20/12/2018,13,18
leicester,12,44,20/12/2018,12,19
bald,28,44,20/12/2018,27,13
ricardo,34,44,20/12/2018,34,8
brave,10,44,20/12/2018,10,20
city,25,45,21/12/2018,25,15
chris,59,45,21/12/2018,58,1
shame,51,45,21/12/2018,51,3
forest,46,45,21/12/2018,46,4
spurs,44,45,21/12/2018,44,7
united,45,45,21/12/2018,45,5
liverpool,35,45,21/12/2018,34,8
chelsea,20,45,21/12/2018,20,17
jake,30,45,21/12/2018,30,11
arsenal,24,45,21/12/2018,24,16
pulis,45,45,21/12/2018,42,5
dave,35,45,21/12/2018,34,8
boro,28,45,21/12/2018,28,13
derby,30,45,21/12/2018,29,11
england,53,45,21/12/2018,53,2
leeds,13,45,21/12/2018,13,18
leicester,12,45,21/12/2018,12,19
bald,28,45,21/12/2018,28,13
ricardo,34,45,21/12/2018,34,10
brave,11,45,21/12/2018,10,20
city,27,46,22/12/2018,25,15
chris,60,46,22/12/2018,59,1
shame,51,46,22/12/2018,51,3
forest,50,46,22/12/2018,46,4
spurs,47,46,22/12/2018,44,5
united,46,46,22/12/2018,45,6
liverpool,38,46,22/12/2018,35,8
chelsea,20,46,22/12/2018,20,17
jake,32,46,22/12/2018,30,11
arsenal,25,46,22/12/2018,24,16
pulis,45,46,22/12/2018,45,7
dave,35,46,22/12/2018,35,9
boro,28,46,22/12/2018,28,14
derby,30,46,22/12/2018,30,13
england,53,46,22/12/2018,53,2
leeds,13,46,22/12/2018,13,19
leicester,12,46,22/12/2018,12,20
bald,32,46,22/12/2018,28,11
ricardo,34,46,22/12/2018,34,10
brave,15,46,22/12/2018,11,18
city,27,47,23/12/2018,27,15
chris,60,47,23/12/2018,60,1
shame,51,47,23/12/2018,51,3
forest,50,47,23/12/2018,50,4
spurs,49,47,23/12/2018,47,5
united,48,47,23/12/2018,46,6
liverpool,38,47,23/12/2018,38,8
chelsea,20,47,23/12/2018,20,17
jake,33,47,23/12/2018,32,11
arsenal,26,47,23/12/2018,25,16
pulis,45,47,23/12/2018,45,7
dave,35,47,23/12/2018,35,9
boro,28,47,23/12/2018,28,14
derby,30,47,23/12/2018,30,13
england,53,47,23/12/2018,53,2
leeds,13,47,23/12/2018,13,19
leicester,12,47,23/12/2018,12,20
bald,32,47,23/12/2018,32,12
ricardo,34,47,23/12/2018,34,10
brave,15,47,23/12/2018,15,18
city,27,48,24/12/2018,27,15
chris,60,48,24/12/2018,60,1
shame,51,48,24/12/2018,51,4
forest,52,48,24/12/2018,50,3
spurs,49,48,24/12/2018,49,5
united,48,48,24/12/2018,48,6
liverpool,38,48,24/12/2018,38,8
chelsea,20,48,24/12/2018,20,17
jake,33,48,24/12/2018,33,12
arsenal,26,48,24/12/2018,26,16
pulis,45,48,24/12/2018,45,7
dave,35,48,24/12/2018,35,9
boro,28,48,24/12/2018,28,14
derby,31,48,24/12/2018,30,13
england,53,48,24/12/2018,53,2
leeds,13,48,24/12/2018,13,19
leicester,12,48,24/12/2018,12,20
bald,34,48,24/12/2018,32,10
ricardo,34,48,24/12/2018,34,10
brave,15,48,24/12/2018,15,18
city,27,49,25/12/2018,27,15
chris,60,49,25/12/2018,60,1
shame,51,49,25/12/2018,51,4
forest,52,49,25/12/2018,52,3
spurs,49,49,25/12/2018,49,5
united,48,49,25/12/2018,48,6
liverpool,38,49,25/12/2018,38,8
chelsea,20,49,25/12/2018,20,17
jake,33,49,25/12/2018,33,12
arsenal,26,49,25/12/2018,26,16
pulis,45,49,25/12/2018,45,7
dave,35,49,25/12/2018,35,9
boro,28,49,25/12/2018,28,14
derby,31,49,25/12/2018,31,13
england,53,49,25/12/2018,53,2
leeds,13,49,25/12/2018,13,19
leicester,12,49,25/12/2018,12,20
bald,34,49,25/12/2018,34,10
ricardo,34,49,25/12/2018,34,10
brave,15,49,25/12/2018,15,18
city,28,50,26/12/2018,27,15
chris,63,50,26/12/2018,60,1
shame,53,50,26/12/2018,51,2
forest,53,50,26/12/2018,52,2
spurs,49,50,26/12/2018,49,6
united,50,50,26/12/2018,48,5
liverpool,39,50,26/12/2018,38,8
chelsea,20,50,26/12/2018,20,17
jake,35,50,26/12/2018,33,11
arsenal,26,50,26/12/2018,26,16
pulis,45,50,26/12/2018,45,7
dave,38,50,26/12/2018,35,9
boro,29,50,26/12/2018,28,14
derby,31,50,26/12/2018,31,13
england,53,50,26/12/2018,53,2
leeds,13,50,26/12/2018,13,19
leicester,12,50,26/12/2018,12,20
bald,34,50,26/12/2018,34,12
ricardo,36,50,26/12/2018,34,10
brave,15,50,26/12/2018,15,18
city,28,51,27/12/2018,28,16
chris,68,51,27/12/2018,63,1
shame,55,51,27/12/2018,53,2
forest,53,51,27/12/2018,53,3
spurs,49,51,27/12/2018,49,6
united,52,51,27/12/2018,50,5
liverpool,39,51,27/12/2018,39,9
chelsea,20,51,27/12/2018,20,17
jake,36,51,27/12/2018,35,12
arsenal,29,51,27/12/2018,26,14
pulis,45,51,27/12/2018,45,7
dave,40,51,27/12/2018,38,8
boro,29,51,27/12/2018,29,14
derby,32,51,27/12/2018,31,13
england,53,51,27/12/2018,53,3
leeds,14,51,27/12/2018,13,19
leicester,12,51,27/12/2018,12,20
bald,37,51,27/12/2018,34,11
ricardo,39,51,27/12/2018,36,9
brave,15,51,27/12/2018,15,18
city,28,52,28/12/2018,28,16
chris,69,52,28/12/2018,68,1
shame,55,52,28/12/2018,55,2
forest,53,52,28/12/2018,53,3
spurs,49,52,28/12/2018,49,6
united,52,52,28/12/2018,52,5
liverpool,39,52,28/12/2018,39,9
chelsea,20,52,28/12/2018,20,17
jake,36,52,28/12/2018,36,12
arsenal,29,52,28/12/2018,29,14
pulis,45,52,28/12/2018,45,7
dave,40,52,28/12/2018,40,8
boro,29,52,28/12/2018,29,14
derby,32,52,28/12/2018,32,13
england,53,52,28/12/2018,53,3
leeds,14,52,28/12/2018,14,19
leicester,12,52,28/12/2018,12,20
bald,37,52,28/12/2018,37,11
ricardo,39,52,28/12/2018,39,9
brave,15,52,28/12/2018,15,18
city,29,53,29/12/2018,28,16
chris,70,53,29/12/2018,69,1
shame,55,53,29/12/2018,55,3
forest,58,53,29/12/2018,53,2
spurs,53,53,29/12/2018,49,6
united,55,53,29/12/2018,52,3
liverpool,42,53,29/12/2018,39,8
chelsea,20,53,29/12/2018,20,17
jake,36,53,29/12/2018,36,12
arsenal,33,53,29/12/2018,29,13
pulis,47,53,29/12/2018,45,7
dave,40,53,29/12/2018,40,9
boro,30,53,29/12/2018,29,15
derby,32,53,29/12/2018,32,14
england,54,53,29/12/2018,53,5
leeds,15,53,29/12/2018,14,19
leicester,12,53,29/12/2018,12,20
bald,37,53,29/12/2018,37,11
ricardo,39,53,29/12/2018,39,10
brave,17,53,29/12/2018,15,18
city,30,54,30/12/2018,29,15
chris,73,54,30/12/2018,70,1
shame,56,54,30/12/2018,55,3
forest,59,54,30/12/2018,58,2
spurs,54,54,30/12/2018,53,5
united,56,54,30/12/2018,55,3
liverpool,42,54,30/12/2018,42,8
chelsea,20,54,30/12/2018,20,17
jake,37,54,30/12/2018,36,12
arsenal,33,54,30/12/2018,33,13
pulis,47,54,30/12/2018,47,7
dave,40,54,30/12/2018,40,9
boro,30,54,30/12/2018,30,15
derby,32,54,30/12/2018,32,14
england,54,54,30/12/2018,54,5
leeds,16,54,30/12/2018,15,19
leicester,12,54,30/12/2018,12,20
bald,38,54,30/12/2018,37,11
ricardo,40,54,30/12/2018,39,9
brave,19,54,30/12/2018,17,18
city,30,55,31/12/2018,30,15
chris,74,55,31/12/2018,73,1
shame,56,55,31/12/2018,56,3
forest,59,55,31/12/2018,59,2
spurs,55,55,31/12/2018,54,5
united,56,55,31/12/2018,56,3
liverpool,42,55,31/12/2018,42,8
chelsea,20,55,31/12/2018,20,17
jake,37,55,31/12/2018,37,12
arsenal,33,55,31/12/2018,33,13
pulis,48,55,31/12/2018,47,7
dave,40,55,31/12/2018,40,9
boro,30,55,31/12/2018,30,15
derby,32,55,31/12/2018,32,14
england,54,55,31/12/2018,54,6
leeds,16,55,31/12/2018,16,19
leicester,12,55,31/12/2018,12,20
bald,38,55,31/12/2018,38,11
ricardo,40,55,31/12/2018,40,9
brave,19,55,31/12/2018,19,18
city,30,56,01/01/2019,30,16
chris,79,56,01/01/2019,74,1
shame,57,56,01/01/2019,56,3
forest,72,56,01/01/2019,59,2
spurs,55,56,01/01/2019,55,5
united,57,56,01/01/2019,56,3
liverpool,42,56,01/01/2019,42,8
chelsea,20,56,01/01/2019,20,18
jake,37,56,01/01/2019,37,12
arsenal,35,56,01/01/2019,33,14
pulis,49,56,01/01/2019,48,7
dave,41,56,01/01/2019,40,9
boro,36,56,01/01/2019,30,13
derby,32,56,01/01/2019,32,15
england,54,56,01/01/2019,54,6
leeds,26,56,01/01/2019,16,17
leicester,13,56,01/01/2019,12,20
bald,38,56,01/01/2019,38,11
ricardo,40,56,01/01/2019,40,10
brave,20,56,01/01/2019,19,18
city,32,57,02/01/2019,30,17
chris,82,57,02/01/2019,79,1
shame,59,57,02/01/2019,57,3
forest,78,57,02/01/2019,72,2
spurs,55,57,02/01/2019,55,5
united,59,57,02/01/2019,57,3
liverpool,44,57,02/01/2019,42,8
chelsea,31,57,02/01/2019,20,18
jake,37,57,02/01/2019,37,14
arsenal,36,57,02/01/2019,35,15
pulis,50,57,02/01/2019,49,7
dave,43,57,02/01/2019,41,9
boro,39,57,02/01/2019,36,12
derby,35,57,02/01/2019,32,16
england,55,57,02/01/2019,54,5
leeds,40,57,02/01/2019,26,11
leicester,13,57,02/01/2019,13,20
bald,38,57,02/01/2019,38,13
ricardo,41,57,02/01/2019,40,10
brave,20,57,02/01/2019,20,19
city,38,58,03/01/2019,32,15
chris,83,58,03/01/2019,82,1
shame,62,58,03/01/2019,59,3
forest,81,58,03/01/2019,78,2
spurs,55,58,03/01/2019,55,5
united,60,58,03/01/2019,59,4
liverpool,49,58,03/01/2019,44,8
chelsea,31,58,03/01/2019,31,18
jake,40,58,03/01/2019,37,12
arsenal,36,58,03/01/2019,36,16
pulis,51,58,03/01/2019,50,7
dave,44,58,03/01/2019,43,9
boro,39,58,03/01/2019,39,14
derby,36,58,03/01/2019,35,16
england,55,58,03/01/2019,55,5
leeds,40,58,03/01/2019,40,12
leicester,13,58,03/01/2019,13,20
bald,41,58,03/01/2019,38,10
ricardo,41,58,03/01/2019,41,10
brave,21,58,03/01/2019,20,19
city,43,59,04/01/2019,38,10
chris,88,59,04/01/2019,83,1
shame,65,59,04/01/2019,62,3
forest,85,59,04/01/2019,81,2
spurs,55,59,04/01/2019,55,6
united,60,59,04/01/2019,60,4
liverpool,52,59,04/01/2019,49,8
chelsea,37,59,04/01/2019,31,16
jake,41,59,04/01/2019,40,12
arsenal,36,59,04/01/2019,36,17
pulis,53,59,04/01/2019,51,7
dave,44,59,04/01/2019,44,9
boro,39,59,04/01/2019,39,15
derby,36,59,04/01/2019,36,17
england,57,59,04/01/2019,55,5
leeds,40,59,04/01/2019,40,14
leicester,13,59,04/01/2019,13,20
bald,41,59,04/01/2019,41,12
ricardo,42,59,04/01/2019,41,11
brave,21,59,04/01/2019,21,19
city,43,60,05/01/2019,43,10
chris,89,60,05/01/2019,88,1
shame,67,60,05/01/2019,65,3
forest,87,60,05/01/2019,85,2
spurs,56,60,05/01/2019,55,6
united,60,60,05/01/2019,60,4
liverpool,53,60,05/01/2019,52,7
chelsea,37,60,05/01/2019,37,17
jake,41,60,05/01/2019,41,12
arsenal,39,60,05/01/2019,36,16
pulis,53,60,05/01/2019,53,7
dave,44,60,05/01/2019,44,9
boro,40,60,05/01/2019,39,14
derby,36,60,05/01/2019,36,18
england,57,60,05/01/2019,57,5
leeds,40,60,05/01/2019,40,14
leicester,13,60,05/01/2019,13,20
bald,41,60,05/01/2019,41,12
ricardo,42,60,05/01/2019,42,11
brave,21,60,05/01/2019,21,19
city,43,61,06/01/2019,43,10
chris,89,61,06/01/2019,89,1
shame,67,61,06/01/2019,67,3
forest,87,61,06/01/2019,87,2
spurs,56,61,06/01/2019,56,6
united,60,61,06/01/2019,60,4
liverpool,53,61,06/01/2019,53,7
chelsea,37,61,06/01/2019,37,17
jake,41,61,06/01/2019,41,12
arsenal,39,61,06/01/2019,39,16
pulis,53,61,06/01/2019,53,7
dave,44,61,06/01/2019,44,9
boro,40,61,06/01/2019,40,14
derby,36,61,06/01/2019,36,18
england,57,61,06/01/2019,57,5
leeds,40,61,06/01/2019,40,14
leicester,14,61,06/01/2019,13,20
bald,41,61,06/01/2019,41,12
ricardo,42,61,06/01/2019,42,11
brave,21,61,06/01/2019,21,19
city,43,62,07/01/2019,43,10
chris,89,62,07/01/2019,89,1
shame,68,62,07/01/2019,67,3
forest,87,62,07/01/2019,87,2
spurs,56,62,07/01/2019,56,7
united,60,62,07/01/2019,60,4
liverpool,56,62,07/01/2019,53,7
chelsea,43,62,07/01/2019,37,10
jake,41,62,07/01/2019,41,13
arsenal,39,62,07/01/2019,39,17
pulis,57,62,07/01/2019,53,5
dave,44,62,07/01/2019,44,9
boro,41,62,07/01/2019,40,13
derby,36,62,07/01/2019,36,18
england,57,62,07/01/2019,57,5
leeds,40,62,07/01/2019,40,16
leicester,14,62,07/01/2019,14,20
bald,41,62,07/01/2019,41,13
ricardo,42,62,07/01/2019,42,12
brave,21,62,07/01/2019,21,19
city,43,63,08/01/2019,43,11
chris,91,63,08/01/2019,89,1
shame,70,63,08/01/2019,68,3
forest,88,63,08/01/2019,87,2
spurs,57,63,08/01/2019,56,6
united,60,63,08/01/2019,60,4
liverpool,56,63,08/01/2019,56,8
chelsea,46,63,08/01/2019,43,9
jake,41,63,08/01/2019,41,14
arsenal,39,63,08/01/2019,39,17
pulis,57,63,08/01/2019,57,6
dave,44,63,08/01/2019,44,10
boro,42,63,08/01/2019,41,13
derby,36,63,08/01/2019,36,18
england,58,63,08/01/2019,57,5
leeds,40,63,08/01/2019,40,16
leicester,14,63,08/01/2019,14,20
bald,41,63,08/01/2019,41,14
ricardo,43,63,08/01/2019,42,11
brave,21,63,08/01/2019,21,19
city,63,64,09/01/2019,43,5
chris,100,64,09/01/2019,91,1
shame,79,64,09/01/2019,70,3
forest,91,64,09/01/2019,88,2
spurs,60,64,09/01/2019,57,6
united,64,64,09/01/2019,60,4
liverpool,57,64,09/01/2019,56,9
chelsea,52,64,09/01/2019,46,10
jake,43,64,09/01/2019,41,14
arsenal,40,64,09/01/2019,39,16
pulis,58,64,09/01/2019,57,8
dave,46,64,09/01/2019,44,12
boro,43,64,09/01/2019,42,14
derby,36,64,09/01/2019,36,18
england,59,64,09/01/2019,58,7
leeds,40,64,09/01/2019,40,16
leicester,14,64,09/01/2019,14,20
bald,44,64,09/01/2019,41,13
ricardo,47,64,09/01/2019,43,11
brave,21,64,09/01/2019,21,19
city,64,65,10/01/2019,63,4
chris,102,65,10/01/2019,100,1
shame,80,65,10/01/2019,79,3
forest,92,65,10/01/2019,91,2
spurs,61,65,10/01/2019,60,6
united,64,65,10/01/2019,64,4
liverpool,57,65,10/01/2019,57,9
chelsea,53,65,10/01/2019,52,10
jake,44,65,10/01/2019,43,15
arsenal,41,65,10/01/2019,40,16
pulis,60,65,10/01/2019,58,7
dave,46,65,10/01/2019,46,12
boro,46,65,10/01/2019,43,12
derby,36,65,10/01/2019,36,18
england,59,65,10/01/2019,59,8
leeds,40,65,10/01/2019,40,17
leicester,14,65,10/01/2019,14,20
bald,45,65,10/01/2019,44,14
ricardo,47,65,10/01/2019,47,11
brave,21,65,10/01/2019,21,19
city,65,66,11/01/2019,64,4
chris,104,66,11/01/2019,102,1
shame,80,66,11/01/2019,80,3
forest,95,66,11/01/2019,92,2
spurs,61,66,11/01/2019,61,6
united,64,66,11/01/2019,64,5
liverpool,57,66,11/01/2019,57,9
chelsea,53,66,11/01/2019,53,10
jake,44,66,11/01/2019,44,15
arsenal,41,66,11/01/2019,41,16
pulis,60,66,11/01/2019,60,7
dave,46,66,11/01/2019,46,13
boro,49,66,11/01/2019,46,11
derby,37,66,11/01/2019,36,18
england,59,66,11/01/2019,59,8
leeds,40,66,11/01/2019,40,17
leicester,16,66,11/01/2019,14,20
bald,45,66,11/01/2019,45,14
ricardo,47,66,11/01/2019,47,12
brave,21,66,11/01/2019,21,19
city,65,67,12/01/2019,65,4
chris,104,67,12/01/2019,104,1
shame,80,67,12/01/2019,80,3
forest,96,67,12/01/2019,95,2
spurs,64,67,12/01/2019,61,5
united,64,67,12/01/2019,64,5
liverpool,57,67,12/01/2019,57,9
chelsea,53,67,12/01/2019,53,10
jake,44,67,12/01/2019,44,15
arsenal,43,67,12/01/2019,41,16
pulis,60,67,12/01/2019,60,7
dave,49,67,12/01/2019,46,11
boro,49,67,12/01/2019,49,11
derby,38,67,12/01/2019,37,18
england,59,67,12/01/2019,59,8
leeds,40,67,12/01/2019,40,17
leicester,16,67,12/01/2019,16,20
bald,45,67,12/01/2019,45,14
ricardo,47,67,12/01/2019,47,13
brave,22,67,12/01/2019,21,19
city,66,68,13/01/2019,65,6
chris,106,68,13/01/2019,104,1
shame,82,68,13/01/2019,80,3
forest,96,68,13/01/2019,96,2
spurs,68,68,13/01/2019,64,4
united,67,68,13/01/2019,64,5
liverpool,57,68,13/01/2019,57,9
chelsea,55,68,13/01/2019,53,10
jake,44,68,13/01/2019,44,15
arsenal,44,68,13/01/2019,43,15
pulis,60,68,13/01/2019,60,7
dave,50,68,13/01/2019,49,11
boro,49,68,13/01/2019,49,12
derby,38,68,13/01/2019,38,18
england,59,68,13/01/2019,59,8
leeds,40,68,13/01/2019,40,17
leicester,16,68,13/01/2019,16,20
bald,45,68,13/01/2019,45,14
ricardo,48,68,13/01/2019,47,13
brave,23,68,13/01/2019,22,19
city,68,69,14/01/2019,66,4
chris,112,69,14/01/2019,106,1
shame,85,69,14/01/2019,82,3
forest,100,69,14/01/2019,96,2
spurs,68,69,14/01/2019,68,4
united,68,69,14/01/2019,67,4
liverpool,57,69,14/01/2019,57,9
chelsea,55,69,14/01/2019,55,10
jake,48,69,14/01/2019,44,14
arsenal,45,69,14/01/2019,44,16
pulis,62,69,14/01/2019,60,7
dave,52,69,14/01/2019,50,11
boro,49,69,14/01/2019,49,12
derby,38,69,14/01/2019,38,18
england,59,69,14/01/2019,59,8
leeds,40,69,14/01/2019,40,17
leicester,16,69,14/01/2019,16,20
bald,46,69,14/01/2019,45,15
ricardo,49,69,14/01/2019,48,12
brave,23,69,14/01/2019,23,19
city,68,70,15/01/2019,68,5
chris,112,70,15/01/2019,112,1
shame,87,70,15/01/2019,85,3
forest,104,70,15/01/2019,100,2
spurs,69,70,15/01/2019,68,4
united,68,70,15/01/2019,68,5
liverpool,60,70,15/01/2019,57,8
chelsea,56,70,15/01/2019,55,10
jake,48,70,15/01/2019,48,14
arsenal,46,70,15/01/2019,45,15
pulis,62,70,15/01/2019,62,7
dave,52,70,15/01/2019,52,11
boro,49,70,15/01/2019,49,12
derby,38,70,15/01/2019,38,18
england,59,70,15/01/2019,59,9
leeds,40,70,15/01/2019,40,17
leicester,17,70,15/01/2019,16,20
bald,46,70,15/01/2019,46,15
ricardo,49,70,15/01/2019,49,12
brave,23,70,15/01/2019,23,19
city,68,71,16/01/2019,68,6
chris,112,71,16/01/2019,112,1
shame,91,71,16/01/2019,87,3
forest,104,71,16/01/2019,104,2
spurs,69,71,16/01/2019,69,5
united,70,71,16/01/2019,68,4
liverpool,62,71,16/01/2019,60,7
chelsea,57,71,16/01/2019,56,10
jake,48,71,16/01/2019,48,14
arsenal,46,71,16/01/2019,46,16
pulis,62,71,16/01/2019,62,7
dave,52,71,16/01/2019,52,11
boro,50,71,16/01/2019,49,12
derby,42,71,16/01/2019,38,18
england,59,71,16/01/2019,59,9
leeds,48,71,16/01/2019,40,14
leicester,17,71,16/01/2019,17,20
bald,46,71,16/01/2019,46,16
ricardo,49,71,16/01/2019,49,13
brave,23,71,16/01/2019,23,19
city,68,72,17/01/2019,68,6
chris,118,72,17/01/2019,112,1
shame,94,72,17/01/2019,91,3
forest,107,72,17/01/2019,104,2
spurs,69,72,17/01/2019,69,5
united,70,72,17/01/2019,70,4
liverpool,62,72,17/01/2019,62,7
chelsea,62,72,17/01/2019,57,7
jake,52,72,17/01/2019,48,12
arsenal,46,72,17/01/2019,46,17
pulis,62,72,17/01/2019,62,7
dave,54,72,17/01/2019,52,11
boro,50,72,17/01/2019,50,13
derby,45,72,17/01/2019,42,18
england,60,72,17/01/2019,59,10
leeds,48,72,17/01/2019,48,16
leicester,17,72,17/01/2019,17,20
bald,50,72,17/01/2019,46,13
ricardo,50,72,17/01/2019,49,13
brave,24,72,17/01/2019,23,19
city,68,73,18/01/2019,68,6
chris,120,73,18/01/2019,118,1
shame,94,73,18/01/2019,94,3
forest,107,73,18/01/2019,107,2
spurs,69,73,18/01/2019,69,5
united,71,73,18/01/2019,70,4
liverpool,62,73,18/01/2019,62,7
chelsea,62,73,18/01/2019,62,7
jake,53,73,18/01/2019,52,12
arsenal,46,73,18/01/2019,46,18
pulis,62,73,18/01/2019,62,7
dave,54,73,18/01/2019,54,11
boro,50,73,18/01/2019,50,15
derby,47,73,18/01/2019,45,17
england,60,73,18/01/2019,60,10
leeds,48,73,18/01/2019,48,16
leicester,17,73,18/01/2019,17,20
bald,52,73,18/01/2019,50,14
ricardo,53,73,18/01/2019,50,12
brave,24,73,18/01/2019,24,19
city,68,74,19/01/2019,68,6
chris,120,74,19/01/2019,120,1
shame,94,74,19/01/2019,94,3
forest,107,74,19/01/2019,107,2
spurs,69,74,19/01/2019,69,5
united,71,74,19/01/2019,71,4
liverpool,63,74,19/01/2019,62,7
chelsea,62,74,19/01/2019,62,8
jake,53,74,19/01/2019,53,13
arsenal,46,74,19/01/2019,46,18
pulis,62,74,19/01/2019,62,8
dave,54,74,19/01/2019,54,11
boro,50,74,19/01/2019,50,15
derby,47,74,19/01/2019,47,17
england,60,74,19/01/2019,60,10
leeds,48,74,19/01/2019,48,16
leicester,17,74,19/01/2019,17,20
bald,52,74,19/01/2019,52,14
ricardo,54,74,19/01/2019,53,11
brave,24,74,19/01/2019,24,19
city,68,75,20/01/2019,68,6
chris,120,75,20/01/2019,120,1
shame,94,75,20/01/2019,94,3
forest,107,75,20/01/2019,107,2
spurs,69,75,20/01/2019,69,5
united,71,75,20/01/2019,71,4
liverpool,63,75,20/01/2019,63,7
chelsea,62,75,20/01/2019,62,8
jake,53,75,20/01/2019,53,13
arsenal,46,75,20/01/2019,46,18
pulis,62,75,20/01/2019,62,8
dave,54,75,20/01/2019,54,11
boro,50,75,20/01/2019,50,15
derby,47,75,20/01/2019,47,17
england,60,75,20/01/2019,60,10
leeds,48,75,20/01/2019,48,16
leicester,17,75,20/01/2019,17,20
bald,52,75,20/01/2019,52,14
ricardo,54,75,20/01/2019,54,11
brave,24,75,20/01/2019,24,19
city,68,76,21/01/2019,68,6
chris,120,76,21/01/2019,120,1
shame,94,76,21/01/2019,94,3
forest,107,76,21/01/2019,107,2
spurs,69,76,21/01/2019,69,5
united,71,76,21/01/2019,71,4
liverpool,63,76,21/01/2019,63,7
chelsea,62,76,21/01/2019,62,8
jake,53,76,21/01/2019,53,13
arsenal,46,76,21/01/2019,46,18
pulis,62,76,21/01/2019,62,8
dave,54,76,21/01/2019,54,11
boro,51,76,21/01/2019,50,15
